level,word,pinyin,english
4,目的地,mùdìdì,destination (location)
4,耐心,nàixīn,to be patient; patience
4,南部,nánbù,southern part
4,难道,nándào,don't tell me ...; could it be that...?
4,男士,nánshì,gentleman; man
4,难受,nánshòu,to feel unwell; to suffer pain; to be difficult to bear
4,内,nèi,inside; inner; internal; within; interior
4,内容,nèiróng,content; substance; details
4,内心,nèixīn,heart; innermost being; (math.) incenter
4,能够,nénggòu,to be capable of; to be able to; can
4,能力,nénglì,capability; ability
4,年底,niándǐ,the end of the year; year-end
4,年龄,niánlíng,(a person's) age
4,农村,nóngcūn,rural area; village
4,女性,nǚxìng,woman; the female sex
4,暖和,nuǎnhuo,warm; nice and warm
4,偶尔,ǒu’ěr,occasionally; once in a while; once in a blue moon; every now and then
4,拍,pāi,to pat; to clap; to slap; to swat; to take (a photo); to shoot (a film); racket (sports); beat (music)
4,排,pái,"a row; a line; to set in order; to arrange; to line up; to eliminate; to drain; to push open; platoon; raft; classifier for lines, rows etc"
4,牌,pái,mahjong tile; playing card; game pieces; signboard; plate; tablet; medal
4,排队,páiduì,to line up
4,牌子,páizi,sign; trademark; brand
4,判断,pànduàn,to judge; to determine; judgment
4,陪,péi,to accompany; to keep sb company; to assist; old variant of 赔
4,批评,pīpíng,to criticize; criticism
4,皮肤,pífū,skin
4,脾气,píqi,character; temperament; disposition; bad temper
4,皮鞋,píxié,leather shoes
4,篇,piān,"sheet; piece of writing; bound set of bamboo slips used for record keeping (old); classifier for written items: chapter, article"
4,片,piàn,"thin piece; flake; a slice; film; TV play; to slice; to carve thin; partial; incomplete; one-sided; classifier for slices, tablets, tract of land, area of water; classifier for CDs, movies, DVDs etc; used with numeral 一: classifier for scenario, scene, feeling, atmosphere, sound etc; Kangxi radical 91"
4,乒乓球,pīngpāngqiú,table tennis; ping-pong; table tennis ball
4,平常,píngcháng,ordinary; common; usually; ordinarily
4,破,pò,to break; to split; broken; torn; damaged; to defeat; to get rid of; to destroy; to capture
4,葡萄,pútao,grape
4,普遍,pǔbiàn,universal; general; widespread; common
4,普通,pǔtōng,common; ordinary; general; average
4,普通话,pǔtōnghuà,Mandarin (common language); Putonghua (common speech of the Chinese language); ordinary speech
4,期,qī,period of time; phase; stage; season; term (school); period (of time); (bound form) generation; (bound form) horoscope; (bound form) horoscope or fortune-telling; period; era; (bound form) era
4,期末,qīmò,end of term
4,其中,qízhōng,among; in; included among these
4,起到,qǐdào,(in an expression of the form 起到…用) to have (a (motivating etc) effect); to play (a (stabilizing etc) role)
4,气,qì,gas; air; smell; weather; to make angry; to annoy; to get angry; vital energy; qi
4,气候,qìhòu,(meteorology) climate; (fig.) climate; prevailing conditions (in human affairs)
4,汽水,qìshuǐ,soda pop; carbonated soft drink
4,气温,qìwēn,air temperature
4,千克,qiānkè,kilogram
4,千万,qiānwàn,ten million; countless; many; one must by all means
4,签证,qiānzhèng,visa; to issue a visa
4,前方,qiánfāng,ahead; the front
4,强,qiáng,"surname Qiang; strong; powerful; better; slightly more than; vigorous; violent; best in their category, e.g. see 百强; variant of 强"
4,敲,qiāo,to hit; to strike; to tap; to rap; to knock; to rip sb off; to overcharge
4,桥,qiáo,bridge
4,巧,qiǎo,opportunely; coincidentally; as it happens; skillful; timely
4,巧克力,qiǎokèlì,chocolate (loanword)
4,亲戚,qīnqi,a relative (i.e. family relation)
4,琴,qín,"guqin 琴 (a type of zither); musical instrument in general; variant of 琴, guqin or zither"
4,青年,qīngnián,youth; youthful years; young person; the young
4,轻松,qīngsōng,light; gentle; relaxed; effortless; uncomplicated; to relax; to take things less seriously
4,情况,qíngkuàng,circumstances; state of affairs; situation
4,庆祝,qìngzhù,to celebrate
4,球队,qiúduì,"sports team (basketball, soccer, football etc)"
4,球迷,qiúmí,fan (ball sports)
4,区,qū,area; region; district; small; distinguish
4,区别,qūbié,difference; to distinguish; to discriminate; to make a distinction
4,取,qǔ,to take; to get; to choose; to fetch
4,取得,qǔdé,to acquire; to get; to obtain
4,取消,qǔxiāo,to cancel; cancellation
4,全,quán,all; entire; whole; complete; to use up; to use completely; to exhaust; (bound form) all
4,全部,quánbù,whole; all
4,全球,quánqiú,entire; total; global; the (whole) world; worldwide
4,全身,quánshēn,the whole body; (typography) em
4,缺,quē,deficiency; lack; scarce; vacant post; to run short of
4,缺点,quēdiǎn,shortcoming; defect; weakness; drawback; deficiency; flaw
4,缺少,quēshǎo,lack; shortage of; shortfall; to be short (of); to lack
4,然而,rán’ér,however; yet; but
4,热闹,rènao,bustling with noise and excitement; lively
4,人生,rénshēng,life (one's time on earth)
4,人数,rénshù,number of people
4,人员,rényuán,staff; crew; personnel
4,任何,rènhé,any; whatever; whichever; whatsoever
4,任务,rènwu,mission; assignment; task; duty; role
4,扔,rēng,to throw; to throw away
4,仍,réng,still; yet; to remain; (literary) frequently; often
4,仍然,réngrán,still; as before; yet
4,日记,rìjì,diary
4,日期,rìqī,date
4,日子,rìzi,day; date; day of the month; (fig.) livelihood; way of life; life circumstances
4,入,rù,to enter; to go into; to join; to become a member of; to confirm or agree with; abbr. for 入声
4,入口,rùkǒu,entrance; to import
4,入学,rùxué,to enter a school or college; to go to school for the first time as a child
4,入住,rùzhù,to move in; to check in; (hotel) guest
4,扫码,sǎomǎ,to scan the code (QR code)
4,森林,sēnlín,forest
4,商量,shāngliang,to consult; to talk over; to discuss
4,商品,shāngpǐn,commodity; goods; merchandise
4,伤心,shāngxīn,to grieve; to be broken-hearted; to feel deeply hurt
4,上门,shàngmén,"to drop in; to visit; to lock a door; (of a shop) to close; to go and live with one's wife's family, in effect becoming a member of her family"
4,稍,shāo,somewhat; a little
4,稍微,shāowēi,a little bit
4,少见,shǎojiàn,rare; seldom seen; (formal) it's a rare pleasure to see you
4,少量,shǎoliàng,a smidgen; a little bit; a few
4,少数,shǎoshù,small number; few; minority
4,少年,shàonián,youth; young person; boy or girl
4,社会,shèhuì,society
4,身,shēn,body; torso; person; life; to have an imposing manner; to appear (in a play); classifier for bodies, robes, etc.
4,深,shēn,old variant of 深; deep (lit. and fig.)
4,身份证,shēnfènzhèng,identity card; ID
4,申请,shēnqǐng,to apply for; application;
4,甚至,shènzhì,even; so much so that
4,生命,shēngmìng,life (as the characteristic of living beings); living being; creature
4,生意,shēngyi,business
4,省,shěng,to save; to economize; to be frugal; to omit; to delete; to leave out; province; provincial capital; a ministry (of the Japanese government)
4,剩,shèng,to remain; to be left; to have as remainder
4,失败,shībài,to be defeated; to lose; to fail (e.g. experiments); failure; defeat
4,师傅,shīfu,master; qualified worker; respectful form of address for older men
4,失去,shīqù,to lose
4,师生,shīshēng,teachers and students
4,失望,shīwàng,disappointed; to lose hope; to despair
4,十分,shífēn,very; completely; utterly; extremely; absolutely; hundred percent; to divide into ten equal parts
4,时间表,shíjiānbiǎo,schedule; timetable
4,实际上,shíjìshàng,in fact; in reality; as a matter of fact; in practice
4,食品,shípǐn,food products
4,食堂,shítáng,dining hall; cafeteria
4,食物,shíwù,food
4,实在,shízài,really; actually; indeed; true; real; honest; dependable; (philosophy) reality
4,十字路口,shízì lùkǒu,crossroads; intersection
4,使馆,shǐguǎn,embassy; legation; consulate
4,使用,shǐyòng,to use; to employ; to apply; to make use of
4,市场,shìchǎng,marketplace; market (also in abstract)
4,是否,shìfǒu,whether (or not); if; is or isn't
4,适合,shìhé,to fit; to suit
4,世纪,shìjì,century
4,视频,shìpín,video
4,市区,shìqū,urban district; downtown; city center
4,试题,shìtí,exam question; test topic
4,适应,shìyìng,to adapt; to fit; to suit
4,收费,shōufèi,to charge a fee
4,收入,shōurù,income; revenue
4,收拾,shōushi,to put in order; to tidy up; to pack; to repair; (coll.) to sort sb out; to fix sb
4,首,shǒu,"head; chief; first (occasion, thing etc); classifier for poems, songs etc"
4,首都,shǒudū,capital (city)
4,首先,shǒuxiān,first (of all); in the first place
4,受不了,shòubuliǎo,unbearable; couldn't stand it
4,售票员,shòupiàoyuán,ticket seller
4,熟悉,shúxi,to be familiar with; to know well
4,暑假,shǔjià,summer vacation
4,数,shù,number; figure; several; a few
4,数量,shùliàng,amount; quantity; quantitative
4,树林,shùlín,"Shulin city in New Taipei City 市, Taiwan; woods; grove; forest"
4,数字,shùzì,numeral; digit; number; figure; amount; digital (electronics etc)
4,帅,shuài,"surname Shuai; (bound form) commander-in-chief; (bound form) to lead; to command; handsome; graceful; dashing; elegant; (coll.) cool!; sweet!; (Chinese chess) general (on the red side, equivalent to a king in Western chess)"
4,顺便,shùnbiàn,conveniently; in passing; without much extra effort
4,顺利,shùnlì,smoothly; without a hitch
4,说法,shuōfǎ,to expound Buddhist teachings
4,说明,shuōmíng,to explain; to illustrate; to indicate; to show; to prove; explanation; directions; caption
4,说明书,shuōmíngshū,instruction manual; leaflet; booklet; manual
4,硕士,shuòshì,master's degree; person who has a master's degree; learned person
4,死,sǐ,to die; impassable; uncrossable; inflexible; rigid; extremely; damned
4,速度,sùdù,speed; rate; velocity; (music) tempo
4,塑料,sùliào,plastics
4,酸奶,suānnǎi,yogurt
4,算,suàn,to regard as; to figure; to calculate; to compute
4,随便,suíbiàn,as one wishes; as one pleases; at random; negligent; casual; wanton
4,随着,suízhe,along with; in the wake of; following
4,孙女,sūnnǚ,son's daughter; granddaughter
4,孙子,sūnzi,grandson; son's son
4,所有,suǒyǒu,all; to have; to possess; to own
4,台,tái,Taiwan (abbr.); surname Tai; (classical) you (in letters); variant of 台; desk; table; counter; platform; stage; terrace; stand; support; station; broadcasting station; classifier for vehicles or machines; typhoon
4,抬,tái,to lift; to raise; (of two or more persons) to carry
4,抬头,táitóu,"to raise one's head; to gain ground; account name, or space for writing the name on checks, bills etc"
4,态度,tàidù,manner; bearing; attitude; approach
4,谈,tán,surname Tan; to speak; to talk; to converse; to chat; to discuss
4,躺,tǎng,to recline; to lie down
4,趟,tàng,"classifier for times, round trips or rows; a time; a trip"
4,讨论,tǎolùn,to discuss; to talk over
4,讨厌,tǎoyàn,to dislike; to loathe; hateful; annoying
4,特点,tèdiǎn,characteristic (feature); trait; feature
4,提到,tídào,to mention; to raise (a subject); to refer to
4,提供,tígōng,to offer; to supply; to provide; to furnish
4,提前,tíqián,to shift to an earlier date; to do sth ahead of time; in advance
4,提醒,tíxǐng,to remind; to call attention to; to warn of
4,体检,tǐjiǎn,abbr. for 体格检查
4,体温,tǐwēn,(body) temperature
4,体重,tǐzhòng,body weight
4,填写,tiánxiě,to fill in a form; to write data in a box (on a questionnaire or web form)
4,条件,tiáojiàn,condition; circumstance; term; factor; requirement; prerequisite; qualification; situation; state; condition
4,听力,tīnglì,hearing; listening ability
4,停,tíng,to stop; to halt; to park (a car)
4,停车,tíngchē,to pull up (stop one's vehicle); to park; (of a machine) to stop working; to stall
4,停车场,tíngchēchǎng,parking lot
4,停止,tíngzhǐ,to stop; to halt; to cease
4,通,tōng,"to go through; to know well; (suffix) expert; to connect; to communicate; open; to clear; classifier for letters, telegrams, phone calls etc"
4,通过,tōngguò,to pass through; to get through; to adopt (a resolution); to pass (legislation); to pass (a test); by means of; through; via
4,通知,tōngzhī,to notify; to inform; notice; notification
4,同时,tóngshí,at the same time; simultaneously
4,同样,tóngyàng,same; equal; equivalent
4,桶,tǒng,bucket; (trash) can; barrel (of oil etc)
4,痛,tòng,ache; pain; sorrow; deeply; thoroughly
4,头痛,tóutòng,headache
4,图,tú,diagram; picture; drawing; chart; map; to plan; to scheme; to attempt; to pursue; to seek
4,图片,túpiàn,picture; photograph
4,土,tǔ,Tu (ethnic group); surname Tu; earth; dust; clay; local; indigenous; crude opium; unsophisticated; one of the eight categories of ancient musical instruments 音
4,推,tuī,to push; to cut; to refuse; to reject; to decline; to shirk (responsibility); to put off; to delay; to push forward; to nominate; to elect; massage
4,推迟,tuīchí,to postpone; to put off; to defer
4,推出,tuīchū,to push out; to release; to launch; to publish; to recommend
4,脱,tuō,take off; to shed; to quit; to leave; escape; get rid of; be apart from; (of time) to pass; to elapse
4,袜子,wàzi,socks; stockings
4,外套,wàitào,coat; jacket
4,完全,wánquán,complete; whole; totally; entirely
4,晚安,wǎn’ān,Good night!; Good evening!
4,晚餐,wǎncān,dinner; supper
4,网购,wǎnggòu,buy goods on the Internet
4,网友,wǎngyǒu,online friend; Internet user
4,网址,wǎngzhǐ,website; web address; URL
4,危险,wēixiǎn,danger; dangerous
4,为,wéi,as (in the capacity of); to take sth as; to act as; to serve as; to behave as; to become; to be; to do; by (in the passive voice); variant of 为
4,味,wèi,taste; flavor; smell; aroma; (fig.) hint; trace; interest; charm; to taste
4,味道,wèidào,flavor; taste; (fig.) feeling (of ...); sense (of ...); hint (of ...); (fig.) interest; delight; (dialect) smell; odor
4,卫生,wèishēng,health; hygiene; sanitation
4,温度,wēndù,temperature
4,闻,wén,surname Wen; to hear; news; well-known; famous; reputation; fame; to smell; to sniff at
4,文件,wénjiàn,document; file
4,文字,wénzì,character; script; writing; written language; writing style; phraseology
4,污染,wūrǎn,to pollute; to contaminate (lit. and fig.)
4,无,wú,surname Wu; have no; be without; not have; not
4,无法,wúfǎ,unable; incapable
4,无聊,wúliáo,bored; boring; senseless
4,无论,wúlùn,no matter what or how; regardless of whether...
4,午餐,wǔcān,lunch; luncheon
4,吸,xī,to breathe; to suck in; to absorb; to inhale
4,西部,xībù,western part
4,西红柿,xīhóngshì,tomato
4,吸引,xīyǐn,to attract; to appeal to; to fascinate
4,细,xì,thin or slender; finely particulate; thin and soft; fine; delicate; trifling; (of a sound) quiet; frugal
4,细心,xìxīn,careful; attentive
4,下降,xiàjiàng,to decline; to drop; to fall; to go down; to decrease
4,鲜,xiān,fresh; bright (in color); delicious; tasty; delicacy; aquatic foods; fish; old variant of 鲜
4,鲜花,xiānhuā,flower; fresh flowers
4,咸,xián,surname Xian; all; everyone; each; widespread; harmonious; salted; salty; stingy; miserly
4,现金,xiànjīn,cash
4,羡慕,xiànmù,to envy; to admire
4,线上,xiànshàng,online; on the web
4,现有,xiànyǒu,currently existing; currently available
4,香,xiāng,fragrant; sweet smelling; aromatic; savory or appetizing; (to eat) with relish; (of sleep) sound; perfume or spice; joss or incense stick
4,相比,xiāngbǐ,to compare
4,相反,xiāngfǎn,opposite
4,相互,xiānghù,each other; mutual
4,响,xiǎng,echo; sound; noise; to make a sound; to sound; to ring; loud; classifier for noises
4,想法,xiǎngfǎ,way of thinking; opinion; notion; to think of a way (to do sth)
4,项,xiàng,"surname Xiang; back of neck; item; thing; term (in a mathematical formula); sum (of money); classifier for principles, items, clauses, tasks, research projects etc"
4,消息,xiāoxi,news; information
4,小吃,xiǎochī,snack; refreshments
4,小伙子,xiǎohuǒzi,young man; young guy; lad; youngster
4,小说,xiǎoshuō,novel; fiction
4,小组,xiǎozǔ,group
4,效果,xiàoguǒ,result; effect; efficacy; (theater) sound or visual effects
4,笑话,xiàohua,joke; jest; to laugh at; to mock
4,心,xīn,heart; mind; intention; center; core
4,辛苦,xīnkǔ,exhausting; hard; tough; arduous; to work hard; to go to a lot of trouble; hardship(s)
4,心情,xīnqíng,mood; state of mind
4,信号,xìnhào,signal
4,信息,xìnxī,information; news; message
4,信心,xìnxīn,confidence; faith (in sb or sth)
4,兴奋,xīngfèn,excited; excitement; (physiology) excitation
4,醒,xǐng,to wake up; to be awake; to become aware; to sober up; to come to
4,性,xìng,"nature; character; property; quality; attribute; sexuality; sex; gender; suffix forming adjective from verb; suffix forming noun from adjective, corresponding to -ness or -ity; essence"
4,性别,xìngbié,gender; sex
4,幸福,xìngfú,happiness; happy; blessed
4,性格,xìnggé,nature; disposition; temperament; character
4,兄弟,xiōngdì,"brothers; younger brother; I, me (humble term used by men in public speech); brotherly; fraternal"
4,熊,xióng,surname Xiong; bear; (coll.) to scold; to rebuke; (coll.) weak; incapable
4,修,xiū,surname Xiu; to decorate; to embellish; to repair; to build; to write; to cultivate; to study; to take (a class); variant of 修
4,修理,xiūlǐ,to repair; to fix; to prune; to trim; (coll.) to sort sb out; to fix sb
4,许多,xǔduō,many; a lot of; much
4,学费,xuéfèi,tuition fee; tuition
4,学院,xuéyuàn,college; academy
4,压,yā,to press; to push down; to keep under (control); pressure
4,牙膏,yágāo,toothpaste
4,亚洲,Yàzhōu,Asia (abbr. for 亚细亚洲)
4,烟,yān,cigarette or pipe tobacco; smoke; mist; vapour; tobacco plant; (of the eyes) to be irritated by smoke
4,盐,yán,salt;
4,严格,yángé,strict; stringent; tight; rigorous
4,严重,yánzhòng,grave; serious; severe; critical
4,演,yǎn,to develop; to evolve; to practice; to perform; to play; to act
4,演唱,yǎnchàng,sung performance; to sing for an audience
4,演出,yǎnchū,to act (in a play); to perform; to put on (a performance); performance; concert; show
4,眼镜,yǎnjìng,spectacles; eyeglasses
4,眼前,yǎnqián,before one's eyes; now; at present
4,演员,yǎnyuán,actor or actress; performer
4,阳光,yángguāng,sunshine; (of personality) upbeat; energetic; transparent (open to public scrutiny)
4,养成,yǎngchéng,to cultivate; to raise; to form (a habit); to acquire
4,样子,yàngzi,appearance; manner; pattern; model
4,要是,yàoshi,(coll.) if
4,钥匙,yàoshi,key
4,也许,yěxǔ,perhaps;maybe;possibly
4,夜,yè,variant of 夜; night
4,夜晚,yèwǎn,night
4,叶子,yèzi,leaf; (slang) marijuana
4,一切,yíqiè,everything; every; all
4,以内,yǐnèi,within; less than
4,意见,yìjiàn,idea; opinion; suggestion; objection; complaint
4,一生,yìshēng,all one's life; throughout one's life
4,艺术,yìshù,art
4,因此,yīncǐ,thus; consequently; as a result
4,引起,yǐnqǐ,to give rise to; to lead to; to cause; to arouse
4,印象,yìnxiàng,impression (sth that stays in one's mind); a memory
4,赢,yíng,to beat; to win; to profit
4,赢得,yíngdé,to win; to gain
4,应聘,yìngpìn,to accept a job offer; to apply for an advertised position
4,勇敢,yǒnggǎn,brave; courageous
4,永远,yǒngyuǎn,always; forever
4,用来,yònglái,to be used for
4,优点,yōudiǎn,merit; benefit; strong point; advantage
4,幽默,yōumò,(loanword) humor; humorous
4,优秀,yōuxiù,outstanding; excellent
4,由,yóu,from; by; due to; because of
4,油,yóu,"oil; fat; grease; petroleum; to apply tung oil, paint or varnish; oily; greasy; glib; cunning"
4,由于,yóuyú,due to; as a result of; thanks to; owing to; since; because
4,友好,yǒuhǎo,"Youhao district of Yichun city 市, Heilongjiang; friendly; amicable; close friend"
4,友情,yǒuqíng,friendly feelings; friendship
4,有趣,yǒuqù,interesting; fascinating; amusing
4,有效,yǒuxiào,effective; in effect; valid
4,友谊,yǒuyì,companionship; fellowship; friendship
4,有着,yǒuzhe,to have; to possess
4,愉快,yúkuài,cheerful; cheerily; delightful; pleasant; pleasantly; pleasing; happy; delighted
4,于是,yúshì,thereupon; as a result; consequently; thus; hence
4,与,yǔ,and; to give; together with
4,预习,yùxí,to prepare a lesson
4,原来,yuánlái,"original; former; originally; formerly; at first; so, actually, as it turns out"
4,原谅,yuánliàng,to forgive; to excuse
4,原因,yuányīn,cause; origin; root cause; reason
4,远离,yuǎnlí,to be far from; to keep away from
4,院长,yuànzhǎng,the head of an institution whose name ends in 院; chair of a board; president of a university; department head; dean; premier of the Republic of China
4,院子,yuànzi,courtyard; garden; yard; patio; (old) servant
4,约会,yuēhuì,appointment; engagement; date; to arrange to meet
4,月饼,yuèbing,mooncake (esp. for the Mid-Autumn Festival)
4,阅读,yuèdú,to read; reading
4,月份,yuèfèn,month
4,云,yún,(classical) to say; surname Yun; abbr. for Yunnan Province 云南省; cloud
4,允许,yǔnxǔ,to permit; to allow
4,杂志,zázhì,magazine
4,再次,zàicì,one more time; again; one more; once again
4,再说,zàishuō,to say again; to put off a discussion until later; moreover; what's more; besides
4,暂时,zànshí,temporary; provisional; for the time being
4,暂停,zàntíng,to suspend; time-out (e.g. in sports); stoppage; pause (media player)
4,早餐,zǎocān,breakfast
4,早晨,zǎochen,early morning; also pr. [zǎo chen]
4,增加,zēngjiā,to raise; to increase
4,增长,zēngzhǎng,to grow; to increase
4,招聘,zhāopìn,to invite applications for a job; to recruit
4,着,zháo,touch; touch on; come close to; in the result of a blow, hit; in the case of, in respect of; meet with; strike as if by chance; brush lightly against; to light up
4,着火,zháohuǒ,to catch fire
4,整,zhěng,exactly; in good order; whole; complete; entire; in order; orderly; to repair; to mend; to renovate; (coll.) to fix sb; to give sb a hard time; to mess with sb
4,整个,zhěnggè,whole; entire; total
4,整理,zhěnglǐ,"to arrange; to tidy up; to sort out; to straighten out; to list systematically; to collate (data, files); to pack (luggage)"
4,证,zhèng,to admonish; variant of 证; certificate; proof; to prove; to demonstrate; to confirm; variant of 症
4,正常,zhèngcháng,regular; normal; ordinary
4,正好,zhènghǎo,just (in time); just right; just enough; to happen to; to chance to; by chance; it just so happens that
4,证件,zhèngjiàn,certificate; papers; credentials; document; ID
4,证明,zhèngmíng,proof; certificate; identification; testimonial; to prove; to testify; to confirm the truth of
4,正确,zhèngquè,correct; sound; right; proper
4,正式,zhèngshì,formal; official
4,支持,zhīchí,to be in favor of; to support; to back; support; backing; to stand by
4,支付,zhīfù,to pay (money)
4,之后,zhīhòu,after; afterwards; later; following
4,之间,zhījiān,"(after a noun) between; among; amid; (used after certain bisyllabic words to form expressions indicating a short period of time, e.g. 弹指之间)"
4,之前,zhīqián,before; prior to; ago; previously; beforehand
4,知识,zhīshi,knowledge; intellectual
4,之中,zhīzhōng,inside; among; in the midst of (doing sth); during
4,值得,zhídé,to be worth; to deserve
4,直接,zhíjiē,direct (opposite: indirect 间接); immediate; straightforward
4,植物,zhíwù,plant; vegetation
4,职业,zhíyè,occupation; profession; vocation; professional
4,指,zhǐ,finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end
4,指出,zhǐchū,to indicate; to point out
4,只好,zhǐhǎo,to have no other option but to ...; to have to; to be forced to
4,纸巾,zhǐjīn,paper towel; tissue
4,质量,zhìliàng,quality; (physics) mass
4,至少,zhìshǎo,at least; (to say the) least
4,中餐,zhōngcān,lunch; Chinese meal; Chinese food
4,中年,zhōngnián,middle-aged
4,种,zhòng,to plant; to grow; to cultivate
4,重点,zhòngdiǎn,important point; main point; focus; key (project etc); to focus on; to put the emphasis on
4,重视,zhòngshì,to attach importance to sth; to value
4,周围,zhōuwéi,environs; surroundings; periphery
4,主意,zhǔyi,idea;
4,祝,zhù,"surname Zhu; to pray for; to wish (sb bon voyage, happy birthday etc); person who invokes the spirits during sacrificial ceremonies"
4,专门,zhuānmén,specialist; specialized; customized
4,专业,zhuānyè,specialty; specialized field; main field of study (at university); major; professional
4,转,zhuǎn,to turn; to change direction; to transfer; to forward (mail); (Internet) to share (sb else's content)
4,转发,zhuǎnfā,to forward; to share (on SNS)
4,转机,zhuǎnjī,(to take) a turn for the better; to change planes
4,赚,zhuàn,to earn; to make a profit
4,装,zhuāng,adornment; to adorn; dress; clothing; costume (of an actor in a play); to play a role; to pretend; to install; to fix; to wrap (sth in a bag); to load; to pack
4,准,zhǔn,"to allow; to grant; in accordance with; in the light of; accurate; standard; definitely; certainly; about to become (bride, son-in-law etc); quasi-; para-"
4,准确,zhǔnquè,accurate; exact; precise
4,准时,zhǔnshí,on time; punctual; on schedule
4,仔细,zǐxì,careful; attentive; cautious; to be careful; to look out
4,自,zì,self; oneself; from; since; naturally; surely
4,自然,zìrán,natural; of course; that's natural
4,自习,zìxí,to study on one's own
4,自信,zìxìn,to have confidence in oneself; self-confidence
4,自学,zìxué,self-study; to study on one's own
4,总结,zǒngjié,to sum up; to conclude; summary; résumé
4,组,zǔ,"surname Zu; to form; to organize; group; team; classifier for sets, series, groups of people, batteries"
4,最终,zuìzhōng,final; ultimate
4,尊重,zūnzhòng,to esteem; to respect; to honor; to value; eminent; serious; proper
4,左右,zuǒyòu,left and right; nearby; approximately; attendant; to control; to influence
4,座,zuò,"seat; base; stand; (archaic) suffix used in a respectful form of address, e.g. 师座; classifier for buildings, mountains and similar immovable objects"
4,做法,zuòfǎ,way of handling sth; method for making; work method; recipe; practice
4,作家,zuòjiā,author
4,做梦,zuòmèng,to dream; to have a dream; fig. illusion; fantasy; pipe dream
4,作品,zuòpǐn,work (of art); opus
4,作为,zuòwéi,one's conduct; deed; activity; accomplishment; achievement; to act as; as (in the capacity of); qua; to view as; to look upon (sth as); to take sth to be
4,座位,zuòwèi,seat
4,作文,zuòwén,to write an essay; composition (school essay)
4,作用,zuòyòng,"to act on; to affect; action; function; activity; impact; result; effect; purpose; intent; (suffix) -ation, -tion etc, as in 用, inhibition"
